gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,tenure_months,fatigue_resource_ratio,is_senior,high_workload,burnout_target
1,0,0,1,3.0,5.3,29.23784494086728,1.325,0,0,0
0,1,1,2,5.0,6.1,32.19448094612352,1.0166666666666666,0,0,1
1,0,0,3,6.0,5.9,29.69776609724047,0.8428571428571429,1,1,0
1,0,1,4,7.0,7.3,25.164257555847566,0.9125,1,1,1
1,0,1,2,4.0,5.1,24.50722733245729,1.02,0,0,0
0,1,1,2,4.0,4.9,24.868593955321945,0.9800000000000001,0,0,0
0,1,1,2,5.0,5.9,25.29566360052562,0.9833333333333334,0,0,0
0,1,0,4,7.0,7.2,27.003942181340342,0.9,1,1,1
0,0,1,1,3.0,6.1,29.59921156373193,1.525,0,0,0
0,0,0,1,2.0,5.9,31.636005256241784,1.9666666666666668,0,0,0
0,1,1,2,4.0,5.9,28.088042049934295,1.1800000000000002,0,0,0
1,0,1,3,8.0,10.0,25.689881734559787,1.1111111111111112,1,1,1
0,0,0,4,9.0,5.9,29.7634691195795,0.5900000000000001,1,1,1
1,0,1,2,3.0,4.2,32.91721419185282,1.05,0,0,0
0,0,1,2,4.0,5.7,31.701708278580814,1.1400000000000001,0,0,0
0,1,1,2,4.0,6.4,31.373193166885674,1.28,0,0,0
1,0,1,0,1.0,3.3,32.65440210249671,1.65,0,0,0
1,1,0,3,6.0,7.2,31.636005256241784,1.0285714285714287,1,1,1
1,1,1,1,3.0,5.5,34.85545335085414,1.375,0,0,0
1,0,1,2,5.0,5.0,35.41392904073587,0.8333333333333334,0,0,0
1,0,0,2,2.0,4.4,31.800262812089354,1.4666666666666668,0,0,0
1,0,1,0,1.0,5.2,35.972404730617605,2.6,0,0,0
1,0,1,2,3.0,4.0,35.57818659658344,1.0,0,0,0
1,0,1,2,5.0,6.1,34.19842312746386,1.0166666666666666,0,0,1
1,0,1,1,3.0,5.9,31.24178712220762,1.475,0,0,0
1,0,0,3,5.0,5.4,26.248357424441522,0.9,1,0,0
1,1,1,3,6.0,5.9,25.952693823915897,0.8428571428571429,1,1,0
0,1,1,2,5.0,6.8,25.854139290407357,1.1333333333333333,0,0,1
1,0,1,3,4.0,5.1,33.60709592641261,1.02,1,0,0
1,1,1,1,4.0,5.3,27.102496714848883,1.06,0,0,0
0,0,1,4,4.0,5.9,34.42838370565046,1.1800000000000002,1,0,1
0,0,0,5,9.0,10.0,24.0473061760841,1.0,1,1,1
1,1,0,5,9.0,8.1,34.2969776609724,0.8099999999999999,1,1,1
0,0,1,3,6.0,5.6,35.611038107752954,0.7999999999999999,1,1,1
1,0,0,2,2.0,4.3,26.412614980289092,1.4333333333333333,0,0,0
0,1,0,1,3.0,5.6,31.011826544021023,1.4,0,0,0
0,1,1,2,3.0,3.0,30.091984231274637,0.75,0,0,0
1,0,1,2,4.0,5.3,32.22733245729303,1.06,0,0,0
1,0,1,1,3.0,4.5,27.792378449408673,1.125,0,0,0
0,1,1,1,2.0,4.2,32.26018396846255,1.4000000000000001,0,0,0
0,0,1,1,3.0,5.8,26.346911957950066,1.45,0,0,0
0,0,0,4,8.0,8.0,32.22733245729303,0.8888888888888888,1,1,1
1,1,1,1,3.0,4.6,34.09986859395532,1.15,0,0,0
0,0,0,4,7.0,7.6,27.989487516425754,0.95,1,1,1
1,0,1,3,5.0,4.7,30.584756898817343,0.7833333333333333,1,0,0
0,1,0,3,6.0,7.8,34.16557161629435,1.1142857142857143,1,1,1
0,0,0,5,10.0,8.1,31.044678055190538,0.7363636363636363,1,1,1
1,0,1,2,5.0,5.9,35.67674113009198,0.9833333333333334,0,0,1
0,0,0,3,4.0,6.3,31.57030223390276,1.26,1,0,1
1,1,0,1,2.0,4.4,27.562417871222074,1.4666666666666668,0,0,0
1,0,1,3,5.0,5.1,35.183968462549274,0.85,1,0,0
0,1,1,1,3.0,5.9,35.41392904073587,1.475,0,0,0
0,0,0,2,3.0,5.7,35.38107752956636,1.425,0,0,0
0,1,0,2,6.0,8.3,30.519053876478317,1.1857142857142857,0,1,1
1,0,0,1,2.0,5.9,34.19842312746386,1.9666666666666668,0,0,0
1,0,1,2,4.0,6.6,28.088042049934295,1.3199999999999998,0,0,0
1,1,1,1,3.0,5.5,25.492772667542706,1.375,0,0,0
0,1,0,2,4.0,5.9,24.277266754270695,1.1800000000000002,0,0,1
1,0,0,4,9.0,10.0,27.825229960578184,1.0,1,1,1
1,1,1,2,4.0,4.7,24.605781865965834,0.9400000000000001,0,0,0
1,1,1,2,4.0,5.0,29.467805519053876,1.0,0,0,0
0,0,0,1,3.0,5.8,29.96057818659658,1.45,0,0,0
0,1,0,2,5.0,5.8,32.81865965834428,0.9666666666666667,0,0,0
1,0,0,1,3.0,3.3,28.580814717477004,0.825,0,0,0
0,1,0,2,6.0,7.1,30.55190538764783,1.0142857142857142,0,1,1
1,1,0,2,3.0,6.3,25.854139290407357,1.575,0,0,0
1,0,0,3,4.0,5.2,35.15111695137976,1.04,1,0,0
0,0,1,4,7.0,6.4,28.48226018396846,0.8,1,1,1
1,1,0,0,1.0,5.9,30.420499342969777,2.95,0,0,0
1,1,1,4,8.0,5.9,28.416557161629434,0.6555555555555556,1,1,1
0,1,0,2,5.0,7.2,27.890932982917214,1.2,0,0,1
1,1,0,1,3.0,2.7,26.182654402102497,0.675,0,0,0
1,0,0,2,4.0,6.5,26.47831800262812,1.3,0,0,0
0,1,1,2,4.0,5.9,26.445466491458607,1.1800000000000002,0,0,0
0,0,0,2,4.0,5.4,30.223390275952692,1.08,0,0,0
1,0,0,2,6.0,7.5,28.18659658344284,1.0714285714285714,0,1,1
1,1,1,0,1.0,1.3,28.97503285151117,0.65,0,0,0
0,0,0,1,3.0,5.9,28.515111695137975,1.475,0,0,0
1,1,0,3,7.0,7.4,25.88699080157687,0.925,1,1,1
0,0,0,4,9.0,9.7,31.340341655716163,0.97,1,1,1
0,1,0,3,7.0,7.1,27.95663600525624,0.8875,1,1,1
1,0,1,3,5.0,5.9,35.611038107752954,0.9833333333333334,1,0,0
0,0,0,3,7.0,9.6,27.75952693823916,1.2,1,1,1
0,0,1,2,4.0,7.0,34.59264126149803,1.4,0,0,0
0,1,1,2,5.0,6.1,35.775295663600524,1.0166666666666666,0,0,0
0,0,1,1,1.0,2.7,34.42838370565046,1.35,0,0,0
0,0,1,2,4.0,5.5,26.642575558475688,1.1,0,0,0
1,0,0,2,4.0,3.7,30.256241787122207,0.74,0,0,0
1,1,1,0,2.0,3.8,31.865965834428383,1.2666666666666666,0,0,0
1,0,1,2,4.0,4.2,35.775295663600524,0.8400000000000001,0,0,0
1,1,0,3,5.0,5.2,34.75689881734559,0.8666666666666667,1,0,0
0,0,0,2,4.0,4.8,27.825229960578184,0.96,0,0,0
1,0,0,3,6.0,7.7,25.26281208935611,1.1,1,1,1
0,0,0,3,6.0,5.9,33.86990801576872,0.8428571428571429,1,1,0
1,1,1,3,7.0,8.4,25.0,1.05,1,1,1
1,0,1,1,4.0,5.7,35.972404730617605,1.1400000000000001,0,0,0
1,0,1,1,2.0,2.7,31.340341655716163,0.9,0,0,0
1,0,0,3,7.0,8.8,34.75689881734559,1.1,1,1,1
0,0,0,2,4.0,4.9,29.204993429697765,0.9800000000000001,0,0,0
1,1,1,2,2.0,4.2,32.19448094612352,1.4000000000000001,0,0,0
1,0,0,3,5.0,7.9,25.657030223390276,1.3166666666666667,1,0,1
0,0,0,4,7.0,8.1,31.40604467805519,1.0125,1,1,0
1,1,0,4,7.0,5.9,27.69382391590013,0.7375,1,1,1
0,0,1,2,4.0,3.9,33.21287779237845,0.78,0,0,0
0,1,0,4,8.0,5.9,26.346911957950066,0.6555555555555556,1,1,1
0,1,1,2,3.0,5.7,34.49408672798948,1.425,0,0,0
0,0,1,1,2.0,4.8,31.340341655716163,1.5999999999999999,0,0,0
1,0,1,1,3.0,4.7,32.58869908015769,1.175,0,0,0
0,1,1,4,7.0,8.2,30.02628120893561,1.025,1,1,1
0,0,1,3,7.0,8.7,33.96846254927726,1.0875,1,1,1
1,0,1,3,6.0,4.6,27.792378449408673,0.6571428571428571,1,1,0
1,0,0,2,3.0,5.9,34.16557161629435,1.475,0,0,0
1,1,1,1,1.0,4.4,25.689881734559787,2.2,0,0,0
1,0,1,1,2.0,4.7,29.566360052562416,1.5666666666666667,0,0,0
1,0,0,2,5.0,7.6,26.642575558475688,1.2666666666666666,0,0,1
1,1,0,3,5.0,6.2,25.88699080157687,1.0333333333333334,1,0,1
1,0,0,0,2.0,5.9,32.52299605781866,1.9666666666666668,0,0,0
1,0,0,1,1.0,3.8,33.31143232588699,1.9,0,0,0
1,0,0,3,5.0,5.4,33.67279894875164,0.9,1,0,0
0,0,1,3,5.0,7.6,26.21550591327201,1.2666666666666666,1,0,1
0,0,1,2,4.0,4.0,31.734559789750328,0.8,0,0,0
1,0,0,3,6.0,7.1,32.55584756898817,1.0142857142857142,1,1,1
1,1,0,4,8.0,8.1,27.95663600525624,0.8999999999999999,1,1,1
0,1,0,1,1.0,5.0,33.93561103810775,2.5,0,0,0
1,0,0,2,4.0,7.2,33.04862023653088,1.44,0,0,1
1,0,1,3,5.0,4.6,30.814717477003942,0.7666666666666666,1,0,0
1,1,1,1,2.0,3.4,31.636005256241784,1.1333333333333333,0,0,0
0,0,1,2,5.0,6.6,27.036793692509853,1.0999999999999999,0,0,1
1,0,0,1,1.0,5.9,30.453350854139288,2.95,0,0,0
1,1,0,3,6.0,6.6,31.044678055190538,0.9428571428571428,1,1,0
1,0,0,2,6.0,6.6,28.02233902759527,0.9428571428571428,0,1,1
1,0,0,3,6.0,7.5,24.868593955321945,1.0714285714285714,1,1,1
0,0,1,0,1.0,0.1,25.328515111695136,0.05,0,0,0
1,0,1,2,2.0,4.3,28.02233902759527,1.4333333333333333,0,0,0
1,1,1,2,3.0,3.3,26.116951379763467,0.825,0,0,0
0,0,0,3,6.0,8.1,31.274638633377133,1.157142857142857,1,1,1
0,0,1,1,4.0,6.1,28.843626806833115,1.22,0,0,0
0,0,1,2,3.0,6.9,35.709592641261494,1.725,0,0,0
1,1,1,0,2.0,4.1,31.24178712220762,1.3666666666666665,0,0,0
0,1,1,0,1.0,3.5,35.05256241787122,1.75,0,0,0
0,0,0,1,3.0,5.1,30.453350854139288,1.275,0,0,0
0,1,0,3,7.0,7.3,31.143232588699078,0.9125,1,1,1
1,0,0,3,5.0,6.8,32.6215505913272,1.1333333333333333,1,0,0
1,0,1,1,2.0,3.2,30.913272010512483,1.0666666666666667,0,0,0
1,0,1,4,9.0,10.0,26.511169513797633,1.0,1,1,1
1,0,1,3,5.0,5.1,29.369250985545335,0.85,1,0,0
1,1,0,2,4.0,5.2,28.515111695137975,1.04,0,0,0
1,0,1,1,4.0,5.1,26.642575558475688,1.02,0,0,0
0,0,0,3,4.0,4.9,31.93166885676741,0.9800000000000001,1,0,0
1,0,1,2,4.0,6.4,34.2969776609724,1.28,0,0,0
1,0,1,1,3.0,2.8,29.96057818659658,0.7,0,0,0
1,0,1,1,3.0,3.6,29.43495400788436,0.9,0,0,0
1,0,1,2,4.0,5.2,28.38370565045992,1.04,0,0,0
1,0,1,3,5.0,6.1,25.29566360052562,1.0166666666666666,1,0,0
1,1,1,1,3.0,4.9,35.2496714848883,1.225,0,0,0
0,0,1,3,7.0,8.4,33.73850197109067,1.05,1,1,1
0,1,1,1,3.0,3.6,27.43101182654402,0.9,0,0,0
0,0,1,2,2.0,5.0,25.591327201051246,1.6666666666666667,0,0,0
1,0,0,2,5.0,6.8,33.54139290407359,1.1333333333333333,0,0,1
0,1,0,1,3.0,5.7,31.274638633377133,1.425,0,0,0
1,1,0,1,1.0,3.8,35.05256241787122,1.9,0,0,0
1,0,0,2,3.0,5.7,34.69119579500657,1.425,0,0,0
1,1,0,4,8.0,8.2,33.60709592641261,0.911111111111111,1,1,1
0,1,1,3,7.0,8.6,24.080157687253614,1.075,1,1,1
0,0,0,4,8.0,6.6,26.47831800262812,0.7333333333333333,1,1,1
1,0,0,1,3.0,6.5,32.09592641261498,1.625,0,0,0
1,0,1,2,3.0,3.4,31.044678055190538,0.85,0,0,0
1,0,1,3,5.0,5.4,25.854139290407357,0.9,1,0,0
1,1,1,2,3.0,5.9,25.821287779237842,1.475,0,0,0
0,0,1,3,8.0,10.0,33.63994743758213,1.1111111111111112,1,1,1
0,1,0,3,5.0,6.7,34.92115637319316,1.1166666666666667,1,0,1
1,0,0,3,7.0,6.1,24.7700394218134,0.7625,1,1,1
1,0,0,3,5.0,5.7,27.16819973718791,0.9500000000000001,1,0,0
1,0,1,2,4.0,6.9,27.529566360052563,1.3800000000000001,0,0,0
0,0,1,2,4.0,6.7,32.42444152431012,1.34,0,0,1
1,0,0,4,7.0,5.9,33.54139290407359,0.7375,1,1,1
0,1,1,2,3.0,5.1,25.229960578186596,1.275,0,0,0
1,0,1,1,2.0,5.6,30.584756898817343,1.8666666666666665,0,0,0
1,0,1,1,2.0,5.1,30.97897503285151,1.7,0,0,0
1,0,0,2,3.0,3.5,27.562417871222074,0.875,0,0,0
1,1,1,1,2.0,6.2,27.75952693823916,2.066666666666667,0,0,0
0,0,0,3,7.0,7.8,30.913272010512483,0.975,1,1,1
0,1,0,2,4.0,3.9,26.741130091984232,0.78,0,0,0
0,0,1,3,6.0,4.9,34.98685939553219,0.7000000000000001,1,1,0
0,0,0,1,1.0,3.9,30.354796320630747,1.95,0,0,0
1,0,1,3,4.0,5.3,27.890932982917214,1.06,1,0,0
0,0,0,2,4.0,6.3,24.178712220762154,1.26,0,0,1
0,1,0,3,5.0,5.7,33.93561103810775,0.9500000000000001,1,0,0
0,1,0,3,6.0,5.8,29.632063074901446,0.8285714285714285,1,1,1
0,0,0,3,7.0,7.7,26.741130091984232,0.9625,1,1,1
1,1,1,2,2.0,1.7,32.32588699080158,0.5666666666666667,0,0,0
0,1,1,3,6.0,7.4,34.55978975032851,1.0571428571428572,1,1,1
0,0,1,2,3.0,5.9,25.558475689881732,1.475,0,0,0
0,0,1,2,4.0,4.7,24.14586070959264,0.9400000000000001,0,0,0
1,0,0,0,4.0,0.5,30.814717477003942,0.1,0,0,0
1,0,0,2,2.0,2.9,24.375821287779235,0.9666666666666667,0,0,0
1,1,0,3,7.0,6.8,33.21287779237845,0.85,1,1,1
1,0,0,2,5.0,6.5,31.537450722733244,1.0833333333333333,0,0,1
0,0,0,2,3.0,3.5,27.036793692509853,0.875,0,0,0
0,1,0,1,4.0,6.3,25.52562417871222,1.26,0,0,0
0,1,0,3,7.0,5.9,33.60709592641261,0.7375,1,1,1
0,0,0,2,6.0,6.9,34.03416557161629,0.9857142857142858,0,1,1
1,0,0,2,4.0,6.7,27.102496714848883,1.34,0,0,0
1,0,1,0,1.0,0.0,27.43101182654402,0.0,0,0,0
1,0,0,3,5.0,5.7,31.734559789750328,0.9500000000000001,1,0,0
1,1,1,2,2.0,5.9,31.83311432325887,1.9666666666666668,0,0,0
1,1,1,1,3.0,3.0,26.149802890932982,0.75,0,0,0
0,0,1,2,3.0,5.8,26.05124835742444,1.45,0,0,0
1,0,1,1,2.0,4.9,34.69119579500657,1.6333333333333335,0,0,0
1,0,0,1,3.0,3.3,35.67674113009198,0.825,0,0,0
1,1,1,2,3.0,2.0,25.52562417871222,0.5,0,0,0
1,0,0,2,5.0,7.2,24.638633377135346,1.2,0,0,1
1,1,1,2,5.0,7.2,24.868593955321945,1.2,0,0,1
1,0,1,0,2.0,2.4,24.441524310118265,0.7999999999999999,0,0,0
1,1,1,3,5.0,4.6,32.75295663600526,0.7666666666666666,1,0,0
1,0,1,3,7.0,6.1,24.57293035479632,0.7625,1,1,1
0,0,1,2,4.0,5.9,31.373193166885674,1.1800000000000002,0,0,0
0,0,0,2,5.0,5.8,26.872536136662287,0.9666666666666667,0,0,1
1,1,1,0,1.0,0.7,30.256241787122207,0.35,0,0,0
1,0,1,0,1.0,2.4,25.558475689881732,1.2,0,0,0
0,1,0,2,5.0,6.7,31.83311432325887,1.1166666666666667,0,0,1
1,0,0,2,5.0,7.2,25.821287779237842,1.2,0,0,1
0,0,0,2,5.0,7.1,30.880420499342968,1.1833333333333333,0,0,1
0,0,1,1,2.0,2.8,35.90670170827858,0.9333333333333332,0,0,0
1,1,0,2,5.0,7.2,34.65834428383705,1.2,0,0,1
1,1,1,3,5.0,4.4,30.223390275952692,0.7333333333333334,1,0,0
0,1,1,1,3.0,6.1,25.19710906701708,1.525,0,0,0
0,0,0,3,6.0,8.0,30.059132720105122,1.1428571428571428,1,1,1
1,1,0,3,5.0,6.1,29.369250985545335,1.0166666666666666,1,0,0
0,0,0,1,4.0,5.9,32.91721419185282,1.1800000000000002,0,0,1
0,0,1,3,5.0,6.2,30.354796320630747,1.0333333333333334,1,0,1
1,0,0,3,6.0,7.9,34.26412614980289,1.1285714285714286,1,1,1
1,0,1,3,5.0,7.2,29.96057818659658,1.2,1,0,1
0,0,0,4,9.0,10.0,29.303547963206306,1.0,1,1,1
0,0,1,4,7.0,5.9,28.02233902759527,0.7375,1,1,1
1,0,0,1,1.0,3.9,33.01576872536137,1.95,0,0,0
0,1,0,3,5.0,5.3,34.42838370565046,0.8833333333333333,1,0,0
0,0,1,3,4.0,6.5,32.8515111695138,1.3,1,0,0
1,1,0,1,3.0,6.7,26.544021024967147,1.675,0,0,0
1,0,1,4,8.0,8.1,26.938239159001313,0.8999999999999999,1,1,1
0,0,0,2,3.0,3.6,27.16819973718791,0.9,0,0,0
1,0,1,1,3.0,5.4,25.821287779237842,1.35,0,0,0
0,1,0,3,4.0,6.0,27.825229960578184,1.2,1,0,0
1,1,1,0,1.0,1.5,26.21550591327201,0.75,0,0,0
0,0,0,4,6.0,6.5,26.47831800262812,0.9285714285714286,1,1,1
0,1,1,4,6.0,6.7,24.014454664914584,0.9571428571428572,1,1,1
0,0,1,3,6.0,7.1,33.3442838370565,1.0142857142857142,1,1,1
0,1,1,2,5.0,7.2,32.19448094612352,1.2,0,0,1
0,0,1,2,4.0,6.2,31.110381077529563,1.24,0,0,0
1,0,1,2,3.0,5.4,33.67279894875164,1.35,0,0,0
0,0,0,0,1.0,1.4,35.2496714848883,0.7,0,0,0
1,0,1,3,6.0,5.4,26.741130091984232,0.7714285714285715,1,1,1
1,0,1,2,2.0,3.4,33.24572930354796,1.1333333333333333,0,0,0
0,0,1,3,6.0,5.9,25.657030223390276,0.8428571428571429,1,1,0
0,0,1,3,4.0,6.3,28.153745072273324,1.26,1,0,0
0,0,1,1,2.0,5.9,32.32588699080158,1.9666666666666668,0,0,0
1,0,1,2,3.0,4.1,33.73850197109067,1.025,0,0,0
1,0,1,1,3.0,3.1,32.3915900131406,0.775,0,0,0
0,1,1,2,5.0,5.8,30.059132720105122,0.9666666666666667,0,0,0
1,1,1,3,7.0,5.9,28.97503285151117,0.7375,1,1,1
0,1,1,1,4.0,6.0,35.4796320630749,1.2,0,0,0
0,0,1,3,6.0,7.0,28.613666228646515,1.0,1,1,1
0,0,0,3,6.0,8.6,30.12483574244415,1.2285714285714284,1,1,1
0,1,0,3,7.0,5.9,29.927726675427067,0.7375,1,1,1
1,1,0,1,2.0,4.5,27.562417871222074,1.5,0,0,0
1,1,0,2,6.0,5.9,33.5742444152431,0.8428571428571429,0,1,1
0,1,0,4,6.0,5.9,24.967148488830485,0.8428571428571429,1,1,0
0,0,0,1,3.0,3.5,27.726675427069644,0.875,0,0,0
1,1,0,2,5.0,7.3,27.562417871222074,1.2166666666666666,0,0,0
1,1,0,2,3.0,5.9,26.149802890932982,1.475,0,0,0
0,0,0,4,9.0,9.9,26.116951379763467,0.99,1,1,1
1,1,0,4,7.0,8.3,28.54796320630749,1.0375,1,1,1
0,0,1,3,5.0,6.9,31.438896189224703,1.1500000000000001,1,0,1
1,0,1,3,5.0,6.0,34.59264126149803,1.0,1,0,0
0,0,1,1,4.0,6.2,26.675427069645202,1.24,0,0,1
1,0,1,1,2.0,5.4,29.829172141918527,1.8,0,0,0
0,1,0,4,7.0,7.6,29.664914586070957,0.95,1,1,1
1,1,0,3,8.0,5.9,27.365308804204993,0.6555555555555556,1,1,1
0,1,1,2,5.0,7.8,27.036793692509853,1.3,0,0,1
1,0,1,1,3.0,5.6,28.90932982917214,1.4,0,0,0
0,0,1,2,6.0,6.5,35.446780551905384,0.9285714285714286,0,1,1
0,1,1,1,2.0,5.9,27.825229960578184,1.9666666666666668,0,0,0
1,0,1,0,1.0,3.0,32.26018396846255,1.5,0,0,0
0,0,0,3,5.0,6.2,30.321944809461232,1.0333333333333334,1,0,1
1,1,0,3,6.0,6.9,30.321944809461232,0.9857142857142858,1,1,0
1,1,1,3,5.0,5.2,28.97503285151117,0.8666666666666667,1,0,0
0,0,1,2,4.0,5.2,24.277266754270695,1.04,0,0,0
1,1,0,2,3.0,6.4,32.52299605781866,1.6,0,0,0
1,0,1,0,1.0,5.9,31.208935611038108,2.95,0,0,0
1,1,0,2,4.0,5.0,33.08147174770039,1.0,0,0,0
0,0,0,1,3.0,4.9,28.613666228646515,1.225,0,0,0
1,1,0,0,1.0,0.4,24.40867279894875,0.2,0,0,0
0,0,1,3,5.0,7.1,24.57293035479632,1.1833333333333333,1,0,1
1,0,0,3,7.0,7.6,26.05124835742444,0.95,1,1,1
1,1,1,3,6.0,7.5,34.49408672798948,1.0714285714285714,1,1,1
0,0,1,3,7.0,8.0,27.59526938239159,1.0,1,1,1
0,0,1,1,4.0,5.9,31.24178712220762,1.1800000000000002,0,0,0
1,0,1,2,3.0,2.9,27.92378449408673,0.725,0,0,0
1,1,1,3,5.0,5.0,30.387647831800262,0.8333333333333334,1,0,0
1,1,0,1,2.0,2.0,26.149802890932982,0.6666666666666666,0,0,0
0,1,1,3,6.0,5.0,29.139290407358736,0.7142857142857143,1,1,0
1,0,0,1,2.0,4.3,28.74507227332457,1.4333333333333333,0,0,0
1,0,0,5,9.0,9.0,30.321944809461232,0.9,1,1,1
0,0,0,3,6.0,6.7,25.03285151116951,0.9571428571428572,1,1,1
0,1,1,3,7.0,6.5,27.660972404730618,0.8125,1,1,1
0,1,0,4,4.0,8.2,35.183968462549274,1.64,1,0,1
1,0,1,3,5.0,7.1,25.36136662286465,1.1833333333333333,1,0,0
0,0,1,3,4.0,5.3,27.75952693823916,1.06,1,0,0
0,0,0,3,4.0,6.3,25.229960578186596,1.26,1,0,0
1,0,1,0,1.0,2.1,25.62417871222076,1.05,0,0,0
0,0,0,5,9.0,9.5,25.19710906701708,0.95,1,1,1
0,0,0,2,4.0,5.5,33.77135348226018,1.1,0,0,0
0,1,0,2,6.0,7.6,35.775295663600524,1.0857142857142856,0,1,1
1,1,1,2,5.0,6.0,33.08147174770039,1.0,0,0,0
0,1,1,2,4.0,6.0,26.21550591327201,1.2,0,0,0
0,0,1,2,3.0,5.1,29.7634691195795,1.275,0,0,0
1,1,1,1,2.0,5.8,28.613666228646515,1.9333333333333333,0,0,0
0,0,1,3,7.0,7.1,26.938239159001313,0.8875,1,1,1
0,0,0,3,6.0,6.9,27.102496714848883,0.9857142857142858,1,1,1
0,1,1,4,8.0,8.8,30.847568988173453,0.9777777777777779,1,1,1
1,0,0,2,5.0,6.7,29.106438896189225,1.1166666666666667,0,0,1
0,0,1,2,5.0,6.0,30.387647831800262,1.0,0,0,0
1,0,0,1,2.0,3.2,29.632063074901446,1.0666666666666667,0,0,0
1,1,0,3,6.0,7.3,35.34822601839684,1.042857142857143,1,1,1
0,0,0,4,9.0,10.0,35.74244415243101,1.0,1,1,1
0,0,1,1,2.0,3.8,27.33245729303548,1.2666666666666666,0,0,0
1,0,1,3,5.0,5.7,31.044678055190538,0.9500000000000001,1,0,0
0,0,0,1,5.0,6.5,31.865965834428383,1.0833333333333333,0,0,1
0,1,1,0,1.0,3.7,30.223390275952692,1.85,0,0,0
1,0,0,2,4.0,4.7,32.8515111695138,0.9400000000000001,0,0,0
0,0,0,3,5.0,7.6,28.942181340341655,1.2666666666666666,1,0,1
1,1,0,2,4.0,5.7,29.040735873850196,1.1400000000000001,0,0,0
1,0,1,2,2.0,2.9,29.33639947437582,0.9666666666666667,0,0,0
0,0,1,1,4.0,2.9,25.492772667542706,0.58,0,0,0
1,0,1,0,1.0,3.3,30.157687253613666,1.65,0,0,0
0,0,0,2,4.0,5.7,31.865965834428383,1.1400000000000001,0,0,0
0,0,1,0,2.0,4.2,29.566360052562416,1.4000000000000001,0,0,0
1,0,1,2,4.0,5.2,32.22733245729303,1.04,0,0,0
0,0,1,2,4.0,6.2,34.46123521681997,1.24,0,0,1
0,0,1,3,4.0,6.7,29.369250985545335,1.34,1,0,1
0,0,0,3,6.0,7.4,32.12877792378449,1.0571428571428572,1,1,1
0,1,1,1,1.0,3.3,29.106438896189225,1.65,0,0,0
0,1,1,3,7.0,7.8,27.59526938239159,0.975,1,1,1
0,1,0,3,5.0,5.9,35.05256241787122,0.9833333333333334,1,0,0
0,0,1,2,6.0,7.0,26.412614980289092,1.0,0,1,1
1,1,1,2,5.0,5.9,33.73850197109067,0.9833333333333334,0,0,0
0,0,0,3,6.0,5.5,28.942181340341655,0.7857142857142857,1,1,1
0,0,0,5,10.0,10.0,34.92115637319316,0.9090909090909091,1,1,1
0,0,1,1,3.0,4.4,30.650459921156372,1.1,0,0,0
0,1,0,2,5.0,7.7,26.675427069645202,1.2833333333333334,0,0,1
0,1,1,1,1.0,0.5,30.55190538764783,0.25,0,0,0
1,1,1,0,1.0,3.8,29.993429697766096,1.9,0,0,0
1,0,1,3,6.0,7.1,33.14717477003942,1.0142857142857142,1,1,1
0,0,0,2,4.0,6.5,27.92378449408673,1.3,0,0,1
0,0,0,2,3.0,5.4,34.13272010512483,1.35,0,0,0
0,0,1,2,3.0,5.2,34.72404730617608,1.3,0,0,0
0,1,0,2,5.0,6.7,32.22733245729303,1.1166666666666667,0,0,1
1,1,1,2,6.0,5.7,26.708278580814717,0.8142857142857143,0,1,1
0,0,1,2,5.0,8.6,27.365308804204993,1.4333333333333333,0,0,1
0,1,1,2,3.0,5.9,33.63994743758213,1.475,0,0,0
1,1,0,3,6.0,6.3,34.39553219448094,0.9,1,1,1
1,0,0,2,5.0,5.8,24.277266754270695,0.9666666666666667,0,0,1
0,0,0,3,7.0,8.4,27.365308804204993,1.05,1,1,1
0,1,1,3,6.0,4.8,32.12877792378449,0.6857142857142857,1,1,0
1,1,1,2,4.0,4.4,28.088042049934295,0.8800000000000001,0,0,0
0,0,1,2,5.0,5.2,28.90932982917214,0.8666666666666667,0,0,0
0,1,1,5,8.0,9.5,26.281208935611037,1.0555555555555556,1,1,1
0,1,1,2,4.0,5.6,34.26412614980289,1.1199999999999999,0,0,0
1,0,1,3,5.0,5.6,34.42838370565046,0.9333333333333332,1,0,0
0,0,1,4,7.0,7.4,30.059132720105122,0.925,1,1,1
0,0,0,2,4.0,3.9,24.57293035479632,0.78,0,0,0
0,0,0,1,4.0,5.8,26.938239159001313,1.16,0,0,1
1,1,1,2,6.0,6.9,33.67279894875164,0.9857142857142858,0,1,1
1,0,0,2,5.0,6.3,33.83705650459921,1.05,0,0,1
1,0,1,3,5.0,5.0,29.664914586070957,0.8333333333333334,1,0,0
1,0,0,2,5.0,6.0,29.139290407358736,1.0,0,0,1
0,0,0,3,7.0,6.2,32.35873850197109,0.775,1,1,1
1,1,0,3,4.0,8.0,31.800262812089354,1.6,1,0,1
1,0,1,1,3.0,5.8,33.40998685939553,1.45,0,0,0
1,0,1,2,3.0,5.9,29.402102496714846,1.475,0,0,0
0,0,1,2,2.0,5.9,27.299605781865964,1.9666666666666668,0,0,0
1,1,0,2,5.0,7.3,29.59921156373193,1.2166666666666666,0,0,1
1,0,0,0,2.0,4.0,27.266754270696453,1.3333333333333333,0,0,0
1,1,0,2,4.0,6.4,30.880420499342968,1.28,0,0,1
